'GENE,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,"10,000 cell Rep1 (P1)","10,000 cell Rep2 (P2)","10,000 cell Rep3 (P3)",Gene Category
'KPNA1,34.35964914,0,36.35704608,0,0,18.90864791,0.065954246,0,0.061075674,44.51417332,26.16806557,0.071657564,0,0,0,0.646597165,9.271081081,0,18.39490444,12.08141998,12.49357453,
'KPNA2,567.2409721,261.7032224,198.630688,139.7652186,0.220118396,236.2519304,0.402140088,153.2208368,162.3201015,180.1439415,0.372543938,11.58920901,0.331767159,785.0707054,44.14798336,86.81365971,0.235408747,469.9496076,178.0116307,173.5340207,185.626687,
'KPNA3,57.57725809,0.139187411,97.69288392,12.3385102,82.28005995,160.8068081,177.6882188,57.39536254,0.226965463,0.246546988,50.13569779,0.20728415,199.793259,103.6876367,220.528299,89.75091964,227.462335,55.29089689,107.1189736,100.294014,70.22596507,LPS Response
'KPNA4,27.977421,0.039049241,0,11.63962788,11.56078406,27.87139831,30.64378336,2.602469856,0,10.41310508,48.20105777,0,93.93094387,0.223008528,0,19.66079679,0.039342106,30.50319722,34.3814696,30.09288196,25.50183413,
'KPNA6,5.507401786,0.05038394,0,0.197091733,0,0,0,0,0.082151342,0,0,0,0,0,0,0.026375607,0,0,1.700880155,2.755359986,2.021283415,
'KPNA7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KPNB1,0,2.068111799,0.103007259,0,6.090522582,0.021515168,0,0,0.026465387,0,0,0,4.255909808,2.480268327,0,0.025491477,0,0.345501561,9.103927689,8.096826678,6.259305369,
'KPRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KPTN,0,0,0.711924946,0,0,0,0,0,123.583747,0,0,0,0,0,0,0,0,0,4.34608802,2.173984757,2.700742807,
'KRAZ1,0,0,0,0,0,1.799898276,0,0,0,0,0,0,0,0,0,0,0,0,12.60346667,9.91751364,11.41876791,
'KRBA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.726946644,0,
'KRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113520305,3.511320238,1.13426569,0.669045467,
'KRCC1,0.916875839,0.090407089,66.86271167,0,0.127786905,5.50335399,0,0.237915583,0,0.723515229,0.131125097,9.138983372,80.25855441,0.257933801,39.15563326,0.09455617,0.091178981,61.97092617,58.64007064,68.26391839,64.64217873,
'KREMEN,0,0,0,0,0,0,0.619284933,0,0,0,0,0,0,0,0,1.229603368,0,0,0.663451637,0,0.697265769,
'KREMEN1,0,0,0,0,0,0.025995134,0.080655395,0.025798081,0,0,0,0,0,0,0,0.154004919,0,0,4.02807805,1.957322382,2.929327967,LPS Response
'KREMEN2,0,0,0,0,0,0,0,0,0,0.062572024,0,0,0,0,0,0,0,0,0,0,0,
'KRI1,0,0,0,9.204362006,0,0.050156982,0,0,0,0,0,0,55.48472302,0,0.055046855,0,0,0,1.099077734,1.305405605,3.154149287,
'KRIT1,0,85.87248213,0,0.040917789,0,1.038516189,1.391421345,79.67564211,28.25395824,0,0.093332034,0,0.066818112,25.39865274,0.060751718,66.18879556,132.9298485,1.167320345,17.70854413,19.2391339,21.97411158,
'KRR1,24.37392217,22.44327722,26.84133514,0.077894492,0.022916658,0.052300649,0.108528538,0.155694205,48.44797322,202.703774,0.16047881,0.117608624,61.70347024,0.060319105,0,0.127632735,0,0.023332573,7.426257943,12.58353609,7.839989428,
'KRT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRT10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.437672852,0.704604186,0.922715401,
'KRT12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRT13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRT14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.289769101,0,0,0,0,
'KRT15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRT16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRT17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRT18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRT19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRT20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRT222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRT23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRT24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129202597,0,0,
'KRT25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRT26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRT27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRT28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRT31,0,0,0.06771711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRT32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRT33A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRT33B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRT34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRT35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRT36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRT39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRT4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRT40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRT42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRT5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRT6A,2.006490755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRT6B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRT7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRT71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRT72-PS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRT73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRT74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRT75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRT76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRT77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRT78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200651217,
'KRT79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083714606,
'KRT8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049055484,
'KRT80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69854541,0.084090968,0,
'KRT82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRT83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRT84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRT86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRT9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRTAP1-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRTAP1-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRTAP1-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRTAP10-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRTAP10-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRTAP11-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRTAP12-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRTAP13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRTAP13-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRTAP14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRTAP15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRTAP16-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRTAP16-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRTAP16-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRTAP16-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRTAP16-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRTAP16-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRTAP16-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRTAP17-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRTAP20-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRTAP22-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRTAP24-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRTAP26-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRTAP27-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRTAP3-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRTAP3-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRTAP3-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRTAP31-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRTAP31-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRTAP4-1,0,0,0,0,0,0,0.143952337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRTAP4-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRTAP4-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRTAP4-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRTAP4-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRTAP4-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09563239,
'KRTAP4-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRTAP4-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRTAP5-1,0.613428641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142120843,
'KRTAP5-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRTAP5-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRTAP5-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRTAP5-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRTAP6-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRTAP6-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRTAP7-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRTAP8-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRTAP8-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRTAP9-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRTAP9-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRTAP9-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KRTCAP2,148.0083589,15.54465252,49.99818925,141.3819233,157.1249852,2.477332507,0.322095493,47.02647563,141.3829082,267.7321503,49.24313736,0,48.92578331,75.9392421,123.798557,203.1215722,214.9307381,0,112.6261741,126.8269373,145.2991298,
'KRTCAP3,0,0,0,0,0,0.413386262,0,0,0,0,0,0,0,0,0,0,0,0,0.129625063,0,0.209022458,
'KRTDAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KSR1,0,0,0,0,0.026392191,0,0,0,0,0,0,0,0.23829577,0,0,0,0,0,0.767616774,0.298394363,0.021966027,
'KSR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14773059,0.730903685,1.058245997,
'KTELC1,42.72328871,0.167512982,0.353969025,0.194011843,0.118554199,0.443732138,0.102031076,68.46036283,0.242849903,0.247640152,0.040515821,193.2433212,1333.573571,0.371929614,0.162327425,155.6644744,0.112550661,84.37185061,33.62024269,27.02192474,35.26895093,
'KTI12,0,0,0,0,0.069201303,0,0,0,0,0,0,0,0,0,0,0,0,0,6.071756096,6.104782659,2.816784301,
'KTN1,0.038256398,29.41471013,0.089410156,0.137785355,0.057772311,19.11788184,0.149501469,1.540946025,0.260532023,0.15446921,0.142424797,20.14748777,571.5928191,5.024318817,0.232122918,146.2315269,0.130777664,0.442161938,32.79726331,43.43166833,30.39855226,LPS Response
'KY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'KYNU,0,0.095041095,0.037949147,0.082478346,0.067155724,54.59689651,0.694470158,0,0.117152054,0.103540962,0.068917918,361.5203547,0.057418474,0.102531346,0.187191648,197.182406,0.095861496,0,22.13679389,23.98147676,24.27301779,LPS Response
'L1CAM,0.140145936,0,0,0,0,0,0,0,0,0,0.080269066,0,0.145237899,0.105262687,0.026412249,0.260065931,0,7.758053009,2.799762907,1.810877208,2.974240645,
'L1TD1,0,0,0,0,0,0,0,0,0.524049476,0,0,0,0,0,0,0,0,0,0,0,0,
'L2HGDH,0,0,0,0,0,0,0.079957082,0,0,0,0,0,80.86231458,0,0,0.045795713,0,0,0.031454923,1.618415314,0.360920878,
'L3MBTL,0,0,0,0,0,0,0,0,0,0,0,0.32072674,0,0,0,0,0,0,0,0,0,
'L3MBTL2,34.04139325,0,0,0,0,34.94301162,0,0,0,0,0,0,0,0,0,0.059975853,0,0,3.302590909,3.089263954,1.188746778,
'L3MBTL3,0.168178713,0,0,0,0,0,0,0,0,0,0,0,0,0,2.908087876,0.046124874,0,0,0.615126296,0.832961188,0.857155569,
'L3MBTL4,0.080592814,0,0.022309971,0,0,0.027961023,0.086758418,0.027750996,0,0,0,0.125695014,0,0.028489424,0,0.06648781,0,0,0,0,0,
'L7RN6,29.90890235,0,0,0,1.149759932,0,0,0,0,4.341422064,0,0,0,0.288614082,0,0,0,0,55.30186292,50.1949082,53.35668943,
'LACE1,0,0,0,0,0,0,0,0,0,0,0,1.517202933,0,0,0,0,0,0,1.483089754,0.065656298,0.900120693,
'LACTB,0,0,0,0,0,0,0,0.141449315,4.08397018,0,0,4.636161713,0,0.076692689,0,0,0,1.26508403,6.944954245,6.402212298,4.156111745,
'LACTB2,46.4946987,11.14162367,0,0.069089425,0,35.8867935,18.39416069,0.233591093,31.33092821,13.57644341,0,0,0.084815144,54.87880632,0.077112207,0,0,0.062950919,27.3382903,19.62404021,17.77234238,
'LACTBL1,0,0.089830724,0,0,0,0,0.082052847,0,0,0.079874708,0,0.534170253,0.095734723,0.085430678,0,0,0,0,0,0,0,
'LAD1,0,0.049019842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051303438,0,0,2.255994315,4.401325238,6.005362688,LPS Response
'LAG3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215219927,0.295348443,0.702920606,LPS Response
'LAGE3,181.187439,0.296091619,56.72827975,110.0132556,0,28.96654208,0,3.464622185,373.036652,178.4803741,121.7710298,1.750646636,0,148.3892051,0.645538176,40.09699148,0.095942353,177.7459117,48.17043761,52.95710019,47.42893717,
'LAIR1,79.71135142,0.321865347,0.171928603,28.90791059,55.23759162,0.109999422,147.7242714,314.139154,0.103951395,0.169517665,0.060254739,0.094886237,0.088486623,59.4222178,0.092654891,0.185194004,0.043318545,122.9304877,21.89060604,20.91264175,26.93201408,
'LALBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'LAMA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'LAMA2,0,0,0,0,0,0.075551363,0,0,0,0,0,0,0.02173097,0,0,0.128085677,0,0,0,0,0,
'LAMA3,0,0,0,0,0,0,0,0,0,0,0.020014028,0,0,0,0,0,0,0,0,0.025560422,0,
'LAMA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055488608,0,
'LAMA5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068251935,0.013625822,
'LAMB1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'LAMB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036761402,0,0.07548917,
'LAMB3,0,0,0,0.031100867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205739306,0,0.168784449,
'LAMC1,0,0.018777023,0,0,0,0,0,0,0,4.60128973,0,0.522257762,0,0,0,0,0,0,1.496574792,0.975062679,0.576355613,
'LAMC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.637056331,0,0,0,0,0,
'LAMC3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'LAMP1,458.0054179,14.766129,31.52466728,0.286235321,239.4070023,3.200537301,83.34715771,111.2256792,34.62232118,124.7989479,419.0381053,0.523054025,0.421535462,65.41320988,15.26660328,106.8383178,0.398699685,79.71334258,181.1016194,162.9651214,174.9160319,
'LAMP2,1226.663977,438.4871813,1561.856604,904.0026488,680.8147733,863.7390195,1390.215955,972.4511601,683.7131091,713.14411,516.0750866,1.466790235,1.805476431,1795.467896,780.6363751,358.1706793,1023.323582,1036.647081,901.8746552,823.7405413,786.1145716,
'LAMP3,0.122597553,0,0,0.265703595,0,0,0,0,0,0.038715581,0.095114085,0,0,0,0,0,0,0,0.12562425,0,0.077223083,
'LANCL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.19969379,0,0,3.872852932,2.638354549,2.02785275,
'LANCL2,0,0,0,0,0,0,0.036376652,0,0,0,0,0.079037184,0,0,0,10.5957144,0,0,2.346403351,8.90763932,7.742939596,
'LANCL3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33600156,0,0,0,0.24029553,
'LAO1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'LAP3,123.8841518,0.065552239,2.907884633,0,0.185499659,131.8796844,50.36452392,0,0,0.0581854,0.047557196,0,0,65.6094078,64.87345476,0.137175725,0.132157834,61.51831821,65.80595928,61.98542914,63.98333716,LPS Response
'LAPTM4A,512.0975773,21.22486992,72.0816198,78.344691,381.4799424,312.7189619,212.7169094,169.2235596,43.18328925,383.4702244,35.86960056,188.6883351,197.1099995,120.310681,192.087486,30.56094991,23.4452457,96.54257501,105.5644526,85.4847484,98.66117566,
'LAPTM4B,0,0,0,0,0,0.074556815,0,0,0,0,0,0,0,0,0,0,0,0,5.050407174,3.286667501,5.444497419,
'LAPTM5,1966.278416,3584.551935,2235.199608,2237.523678,4196.564312,3495.12807,3549.833261,1880.543405,1449.500536,2954.876998,4101.230413,1174.578682,1678.682809,4691.362726,1116.299065,2775.201509,7165.067958,1596.869889,1562.005573,1512.042887,1780.031458,
'LARGE,0,0,0,0,0,0,0.036253782,0,0,0,3.225203774,0,0,0,0,0,0,0,4.918485795,4.364302029,2.034443342,
'LARP1,26.83314624,0.043374152,0.01529365,0.037707843,1.21411965,9.044729995,1.12968855,22.09633172,94.54173882,6.351732399,23.72768472,0,7.232154903,0.598801763,16.2894163,0.045414625,0.567896157,1.948782696,11.52504585,11.14235166,10.74136971,LPS Response
'LARP1B,0,0.090814926,0,0,33.69477986,0,0,0,0,0,0,0,0,0,0,0,0,0,2.820042437,5.186777998,3.805148643,
'LARP4,25.27868019,106.1177086,66.52124014,1.071975883,18.57025864,37.84866782,0.020122546,0.03861402,106.3524607,0.038967683,7.320905839,0.043740687,0.046938938,51.22141265,72.88135098,0.161384403,0.022176767,0.034713417,22.84558308,26.41549045,17.58611592,
'LARP4B,124.7803031,242.1654434,87.49658961,88.86068308,0.138689216,93.63314064,46.98689659,37.07819237,107.1515742,16.43322003,0.071054682,0.19438648,111.0163173,0.176095487,88.39660575,5.22624128,16.58419777,90.56725779,44.78726327,46.63152164,39.73866914,
'LARP6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317604523,0,
'LARP7,0,141.6185982,0.049511931,0.061069067,0.29846587,2.172674135,0,0.06168463,2.141403515,0.062446519,197.1251592,29.09647716,0,62.35610657,0,25.16433631,0,31.69202832,23.6919774,16.46486315,16.17117337,
'LARS,7.049725225,0.038202338,0,0.526251791,0,25.54698767,29.54749334,115.2736651,93.15389631,59.53226287,0.776372924,0,0.040717221,0,0.037022344,18.83478321,0,0,9.692203657,7.703649366,6.530308186,
'LAS1L,0,0,0,0.049342551,0,0,0,0,0,0,0,0,0.060542899,0,0,34.8265868,0.057251914,1.39101987,4.290724263,2.634337604,3.311893327,
'LASP1,0,1.104999049,39.86244211,12.44478624,12.54962105,0,16.7759629,4.286029867,30.54139276,0,0.06168939,0.084369452,0.226486887,7.442843488,0,27.75831466,0,4.690056071,38.09841557,29.2370173,41.50315327,
'LASS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'LASS2,314.0035596,98.65795641,0.104431017,0.128812634,195.5768101,31.22847839,181.6748872,88.9407529,144.6384053,0,0,0.294213681,131.5502097,248.2568362,103.5390134,67.12688062,0.149575699,5.631066675,87.23300053,85.20195592,109.5409892,
'LASS3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'LASS4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'LASS5,87.22119347,7.892045479,0,0,0.052652746,0.131420375,0.068014336,0,0,0,0,0,0,0.070824576,0,120.8272895,0,0,30.44478127,37.13235092,28.90491246,
'LASS6,40.93604958,5.839660093,1.797461549,0,0,0.163251373,0.101317958,1.847392759,19.25807559,55.65152023,0,0,30.37205174,7.739733142,3.295296106,14.28130247,62.25778387,24.52365201,57.58652111,56.16688155,37.88498482,LPS Response
'LAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.728678581,0.750215472,1.182556476,
'LAT2,32.44316906,0.10542166,143.7615186,0.182927581,119.4053762,121.1068014,211.1280653,543.3240061,278.2136981,0.18768635,0.380482609,0.206089414,0.112346912,0.300695413,0.204276624,0,0,214.952161,84.22596006,83.88374889,81.33532311,
'LATS1,24.00079033,2.456719115,0.014312008,0,0,0.627733286,0,0,0,0.017955168,0,0,0.021630826,0.618320495,0,0,0,1.121307037,4.837885778,3.988419867,5.270289778,
'LATS2,0,0,0,37.99942268,0,0.038442558,21.57114785,0,0,0,0,0,0,0.071829806,20.55278469,14.56806218,0,0.20878269,1.436480873,2.162370564,2.375085379,
'LAX1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'LAYN,0,0,0,0,0,0,6.325374848,0,0,0,0,0,0,0,0,0,0,0,12.47015796,8.724020758,8.334583351,
'LBH,0,0,0.639308072,0,0,0,0,0,0,0,0,0,0.203600692,0,0,0,0,0,1.236235567,0.871668109,0.984580378,
'LBP,0,0,0,0,0,0,0,0,0,0,0.934251475,31.93501844,0,0,0,0,0,0,2.568499611,0.375553897,1.067894581,
'LBR,0.052203209,218.4778872,0.092356663,57.4183303,0.116216304,0,0,111.2482647,0,6.811695901,190.6571971,0.13009555,0.087456193,24.45971996,281.5908519,0,0,0,36.01239612,32.58560639,33.53188529,
'LBX1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'LBX2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291796671,0,0,
'LCA5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69875039,0,
'LCA5L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'LCAT,0.143276877,0,20.76944337,0,0,0,0,0,0,0,0,0,0.120648796,5.05842501,0,0,0,0,0.408332474,0.672588546,0.530972872,
'LCE1A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'LCE1A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'LCE1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'LCE1C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'LCE1D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'LCE1E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'LCE1F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'LCE1G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'LCE1H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'LCE1I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'LCE1L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'LCE1M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
