,gene_category
OLFR907,
OLFR908,
OLFR91,
OLFR910,
OLFR911-PS1,
OLFR912,
OLFR913,
OLFR914,
OLFR915,
OLFR916,
OLFR917,
OLFR918,
OLFR919,
OLFR92,
OLFR920,
OLFR921,
OLFR922,
OLFR923,
OLFR924,
OLFR926,
OLFR93,
OLFR930,
OLFR933,
OLFR934,
OLFR935,
OLFR936,
OLFR937,
OLFR938,
OLFR94,
OLFR943,
OLFR944,
OLFR945,
OLFR947-PS1,
OLFR948,
OLFR95,
OLFR951,
OLFR952,
OLFR954,
OLFR955,
OLFR957,
OLFR958,
OLFR959,
OLFR96,
OLFR960,
OLFR961,
OLFR963,
OLFR965,
OLFR967,
OLFR968,
OLFR969,
OLFR97,
OLFR970,
OLFR971,
OLFR972,
OLFR974,
OLFR975,
OLFR976,
OLFR978,
OLFR979,
OLFR98,
OLFR980,
OLFR981,
OLFR982,
OLFR983,
OLFR984,
OLFR985,
OLFR986,
OLFR987,
OLFR988,
OLFR99,
OLFR992,
OLFR993,
OLFR994,
OLFR995,
OLFR996,
OLFR998,
OLIG1,
OLIG2,
OLIG3,
OLR1,LPS Response
OMA1,
OMD,
OMG,
OMP,
OMT2A,
OMT2B,
ONECUT1,
ONECUT2,
ONECUT3,
OOEP,
OOG2,
OOG3,
OOG4,
OOSP1,
OPA1,
OPA3,
OPAL1,
OPALIN,
OPCML,
OPHN1,
OPLAH,
OPN1MW,
OPN1SW,
OPN3,
OPN4,
OPN5,
OPRD1,LPS Response
OPRK1,
OPRL1,
OPRM1,
OPTC,
OPTN,LPS Response
ORAI1,
ORAI2,
ORAI3,
ORAOV1,
ORC1L,
ORC2,
ORC3,
ORC4,
ORC5,
ORC6,
ORF19,
ORF63,
ORM1,LPS Response
ORM2,
ORM3,
ORMDL1,
ORMDL2,
ORMDL3,
OS9,
OSBP,
OSBP2,
OSBPL10,
OSBPL11,
OSBPL1A,
OSBPL2,
OSBPL3,
OSBPL5,
OSBPL6,
OSBPL7,
OSBPL8,
OSBPL9,
OSCAR,
OSCP1,
OSGEP,
OSGEPL1,
OSGIN1,
OSGIN2,LPS Response
OSM,LPS Response
OSMR,
OSR1,
OSR2,
OST4,
OSTA,
OSTB,
OSTC,
OSTF1,
OSTM1,
OSTN,
OTC,
OTOA,
OTOF,
OTOG,
OTOL1,
OTOP1,
OTOP2,
OTOP3,
OTOR,
OTOS,
OTP,
OTT,
OTTMUSG00000002180,
OTTMUSG00000010105,
OTTMUSG00000011338,
OTTMUSG00000013918,
OTTMUSG00000016325,
OTTMUSG00000016609,
OTTMUSG00000022819,
OTTMUSG00000024510,
OTUB1,
OTUB2,
OTUD1,LPS Response
OTUD3,
OTUD4,
OTUD5,
OTUD6A,
OTUD6B,
OTUD7A,
OTUD7B,
OTX1,
OTX2,
OTX2OS1,
OVCA2,
OVCH2,
OVGP1,
OVOL1,
OVOL2,
OXA1L,
OXCT1,
OXCT2A,
OXCT2B,
OXGR1,
OXNAD1,
OXR1,
OXSM,
OXSR1,
OXT,
OXTR,
P2RX1,
P2RX2,
P2RX3,
P2RX4,
P2RX5,
P2RX6,
P2RX7,
P2RY1,
P2RY10,
P2RY12,
P2RY13,
P2RY14,LPS Response
P2RY2,
P2RY4,
P2RY6,
P4HA1,LPS Response
P4HA2,
P4HA3,
P4HB,
P4HTM,
P62,
PA2G4,
PABPC1,
PABPC1L,
PABPC2,
PABPC4,
PABPC4L,
PABPC5,
PABPC6,
PABPN1,
PABPN1L,
PACRG,
PACRGL,
PACS1,
PACS2,
PACSIN1,
PACSIN2,
PACSIN3,
PADI1,
PADI2,
PADI3,
PADI4,
PADI6,
PAF1,
PAFAH1B1,
PAFAH1B2,
PAFAH1B3,
PAFAH2,
PAG1,
PAH,
PAICS,
PAIP1,
PAIP2,
PAIP2B,
PAK1IP1,
PAK2,
PAK3,
PAK4,
PAK6,
PAK7,
PALB2,
PALLD,LPS Response
PALM,
PALM2,LPS Response
PALM3,
PALMD,
PAM,
PAM16,
PAMR1,
PAN3,
PANK1,
PANK2,
PANK3,
PANK4,
PANX1,
PANX2,
PANX3,
PAOX,
PAPD4,LPS Response
PAPD5,
PAPD7,LPS Response
PAPK-A,
PAPLN,
PAPOLA,
PAPOLB,
PAPOLG,
PAPPA,
PAPPA2,
PAPSS1,
PAPSS2,
PAQR3,
PAQR4,
PAQR5,
PAQR6,
PAQR7,
PAQR8,
PAQR9,
PARD3,
PARD3B,
PARD6A,
PARD6B,
PARD6G,
PARG,
PARK2,
PARK7,
PARL,
PARM1,
PARN,
PARP1,
PARP10,LPS Response
PARP11,LPS Response
PARP12,LPS Response
PARP14,LPS Response
PARP16,
PARP2,
PARP3,
PARP4,
PARP6,
PARP8,LPS Response
PARP9,LPS Response
PARS2,
PARVA,
PARVB,
PARVG,
PATE,
PATE-DJ,
PATE-E,
PATE-G,
PATE-N,
PATE2,
PATE4,
PATL1,
PATL2,
PATZ1,
PAWR,
PAX1,
PAX2,
PAX3,
PAX4,
PAX5,
PAX6,
PAX6OS1,
PAX7,
PAX8,
PAX9,
PAXIP1,
PBK,
PBLD1,
PBLD2,
PBP2,
PBRM1,
PBSN,
PBX1,
PBX2,
PBX4,
PBXIP1,
PCBD1,
PCBD2,
PCBP1,
PCBP2,
PCBP3,
PCBP4,
PCCA,
PCCB,
PCDH1,
PCDH10,
PCDH11X,
PCDH12,
PCDH15,
PCDH17,
PCDH18,
PCDH19,
PCDH20,
PCDH7,LPS Response
PCDH8,
PCDH9,
PCDHA1,
PCDHB1,
PCDHB10,
PCDHB11,
PCDHB12,
PCDHB13,
PCDHB14,
PCDHB15,
PCDHB16,
PCDHB17,
PCDHB18,
PCDHB19,
PCDHB2,
PCDHB20,
PCDHB21,
PCDHB22,
PCDHB3,
PCDHB4,
PCDHB5,
PCDHB6,
PCDHB7,
PCDHB8,
PCDHB9,
PCF11,
PCGF1,
PCGF2,
PCGF3,
PCGF5,LPS Response
PCGF6,
PCID2,
PCIF1,
PCK1,
PCK2,
PCLO,
PCM-1,
PCMT1,
PCMTD1,
PCMTD2,
PCNA,
PCNP,
PCNT,
PCNX,
PCNXL2,
PCNXL3,
PCOLCE,
PCOLCE2,
PCP2,
PCP4L1,
PCSK1,
PCSK1N,
PCSK2,
PCSK4,
PCSK5,
PCSK6,
PCSK7,
PCSK9,
PCTK2,
PCTP,
PCX,
PCYOX1,
PCYOX1L,
PCYT1A,
PCYT1B,
PCYT2,
PDAP1,
PDC,
PDCD1,
PDCD10,
PDCD11,
PDCD1LG2,
PDCD2,
PDCD2L,
PDCD4,
PDCD5,
PDCD6,
PDCD6IP,
PDCD7,
PDCL,
PDCL2,
PDCL3,
PDDC1,
PDE10A,
PDE11A,LPS Response
PDE12,
PDE1A,
PDE1B,
PDE1C,
PDE2A,
PDE3A,
PDE3B,
PDE4A,
PDE4B,LPS Response
PDE4C,
PDE4D,
PDE4DIP,
PDE5A,
PDE6A,
PDE6B,
PDE6C,
PDE6D,
PDE6G,
PDE6H,
PDE7A,
PDE7B,LPS Response
PDE8A,
PDE8B,
PDE9A,
PDF,
PDGFA,
PDGFB,
PDGFC,
PDGFD,
PDGFRA,
PDGFRB,LPS Response
PDGFRL,
PDHA1,
PDHA2,
PDHB,
PDHX,
PDIA2,
PDIA3,
PDIA4,
PDIA5,
PDIA6,
PDIK1L,
PDILT,
PDK1,
PDK2,
PDK3,
PDK4,
PDLIM1,
PDLIM2,
PDLIM3,
PDLIM4,
PDLIM5,
PDLIM7,
PDP1,
PDP2,
PDPK1,
PDPN,
PDPR,
PDRG1,
PDS5A,
PDS5B,
PDSS1,
PDSS2,
PDX1,
PDXDC1,
PDXK,
PDXK-PS,
PDXP,
PDYN,
PDZD11,
PDZD2,
PDZD3,
PDZD4,
PDZD7,
PDZD8,
PDZD9,
PDZK1,
PDZK1IP1,LPS Response
PDZRN3,
PDZRN4,
PEA15A,
PEA15B,
PEBP1,
PEBP4,
PECAM1,
PECI,
PECR,
PEF1,
PEG10,
PEG12,
PEG13,
PEG3,
PEG5,
PELI1,LPS Response
PELI2,
PELI3,
PELO,
PELP1,
PEMT,
PENK,LPS Response
PEO1,
PEPD,
PER1,
PER2,
PER3,
PERP,
PES1,
PET112L,
PET2,
PEX1,
PEX10,
PEX11A,
PEX11B,
PEX11G,
PEX12,
PEX13,
PEX14,
PEX16,
PEX19,
PEX26,
PEX3,
PEX5,
PEX5L,
PEX6,
PEX7,
PF4,
PFAS,
PFDN1,
PFDN2,
PFDN4,
PFDN5,
PFKFB1,
PFKFB2,
PFKFB3,
PFKFB4,
PFKL,
PFKM,
PFKP,LPS Response
PFN1,
PFN2,
PFN3,
PFN4,
PFPL,
PGA5,
PGAM1,
PGAM2,
PGAM5,
PGAP1,
PGAP2,
PGAP3,
PGBD1,
PGBD5,
PGC,
PGCP,
PGD,
PGF,
PGGT1B,
PGK1,
PGK2,
PGLS,
PGLYRP1,
PGLYRP2,
PGLYRP3,
PGLYRP4,
PGM1,
PGM2,
PGM2L1,
PGM3,
PGM5,
PGP,
PGPEP1,
PGPEP1L,
PGR,
PGR15L,
PGRMC1,
PGRMC2,
PGS1,
PHACTR1,
PHACTR2,
PHACTR3,
PHACTR4,
PHAX,
PHB,
PHB2,
PHC1,
PHC2,LPS Response
PHC3,
PHEX,
PHF10,
PHF11,LPS Response
PHF12,
PHF13,
PHF14,
PHF15,
PHF17,
PHF19,
PHF2,
PHF20,
PHF20L1,
PHF21A,
PHF21B,
PHF23,
PHF3,
PHF5A,
PHF7,
PHF8,
PHGDH,
PHGR1,
PHIP,
PHKA1,
PHKA2,
PHKB,
PHKG1,
PHKG2,
PHLDA1,
PHLDA2,
PHLDA3,
PHLDB1,
PHLDB2,
PHLDB3,
PHLPP1,LPS Response
PHLPP2,
PHOSPHO1,
PHOSPHO2,
PHOX2A,
PHOX2B,
PHPT1,
PHRF1,
PHTF1,
PHTF2,
PHXR1,
PHXR4,
PHYH,
PHYHD1,
PHYHIP,
PHYHIPL,
PI15,
PI16,
PI4K2A,LPS Response
PI4K2B,LPS Response
PI4KA,
PI4KB,
PIAS1,
PIAS2,
PIAS3,
PIAS4,
PIBF1,
PICK1,
PID1,
PIF1,
PIGA,
PIGB,
PIGC,
PIGF,
PIGG,
PIGH,
PIGK,
PIGL,
PIGM,
PIGN,
PIGO,
PIGP,
PIGQ,
PIGR,
PIGS,
PIGT,
PIGU,
PIGV,
PIGW,
PIGX,
PIGY,
PIGYL,
PIGZ,
PIH1D1,
PIH1D2,
PIK3AP1,LPS Response
PIK3C2A,
PIK3C2B,
PIK3C2G,
PIK3C3,
PIK3CA,
PIK3CB,
PIK3CD,
PIK3CG,
PIK3IP1,
PIK3R1,
PIK3R2,
PIK3R3,
PIK3R4,
PIK3R5,LPS Response
PIK3R6,
PIKFYVE,
PILRA,
PILRB1,
PILRB2,
PIM1,LPS Response
PIM2,
PIM3,
PIN1,
PIN1-PS1,
PIN4,
PINC,
PINK1,
PINX1,
PION,
PIP,
PIP4K2A,
PIP4K2B,
PIP4K2C,
PIP5K1A,
PIP5K1B,
PIP5K1C,
PIP5KL1,
PIPOX,
PIR,
PIRA6,
PIRT,
PISD,
PISD-PS1,
PISD-PS2,
PITPNA,
PITPNB,
PITPNC1,
PITPNM1,
PITPNM2,
PITPNM3,
PITRM1,
PITX1,
PITX2,
PITX3,
PIWIL1,
PIWIL2,
PIWIL4,
PJA1,
PJA2,
PKD1,
PKD1L1,
PKD1L2,
PKD1L3,
PKD2,
PKD2L1,
PKD2L2,
PKDCC,
PKDREJ,
PKHD1,
PKHD1L1,
PKIA,
PKIB,
PKIG,
PKLR,
PKM2,
PKMYT1,
PKN1,
PKN2,
PKN3,
PKNOX1,
PKNOX2,
PKP1,
PKP2,
PKP3,
PKP4,
PLA1A,LPS Response
PLA2G10,
PLA2G12A,
PLA2G12B,
PLA2G15,
PLA2G16,LPS Response
PLA2G1B,
PLA2G2A,
PLA2G2C,
PLA2G2D,
PLA2G2E,
PLA2G2F,
PLA2G3,
PLA2G4A,
PLA2G4B,
PLA2G4C,
PLA2G4D,
PLA2G4E,
PLA2G4F,
PLA2G5,
PLA2G6,
PLA2G7,
PLA2R1,
PLAA,
PLAC1,
PLAC1L,
PLAC8,LPS Response
PLAC8L1,
PLAC9,
PLAG1,
PLAGL1,LPS Response
PLAGL2,LPS Response
PLAT,LPS Response
PLAU,
PLAUR,
PLB1,
PLBD1,
PLBD2,
PLC-EPSILON,
PLCB1,
PLCB2,
PLCB3,
PLCB4,
PLCD1,
PLCD3,
PLCD4,
PLCG1,
PLCG2,
PLCH1,
PLCH2,
PLCL1,
PLCL2,
PLCXD1,
PLCXD2,
PLCXD3,
PLCZ1,
PLD1,
PLD2,
PLD3,
PLD4,
PLD5,
PLD6,
PLDI,
PLDN,
PLEC,
PLEK,LPS Response
PLEK2,
PLEKHA1,
PLEKHA2,
PLEKHA3,
PLEKHA4,LPS Response
PLEKHA5,
PLEKHA6,
PLEKHA7,
PLEKHA8,
PLEKHB1,
PLEKHB2,
PLEKHF1,
PLEKHF2,LPS Response
PLEKHG1,
PLEKHG2,
PLEKHG3,
PLEKHG4,
PLEKHG5,
PLEKHG6,
PLEKHH1,
PLEKHH2,
PLEKHH3,
PLEKHJ1,
PLEKHM1,
PLEKHM2,
PLEKHM3,
PLEKHN1,LPS Response
PLEKHO1,
PLEKHO2,
PLG,
PLIN1,
PLIN2,
PLIN3,
PLIN4,
PLIN5,
PLK1,
PLK1S1,
PLK2,LPS Response
PLK3,
PLK4,
PLK5,
PLLP,
PLN,
PLOD1,
PLOD2,LPS Response
PLOD3,
PLP1,
PLP2,
PLRG1,
PLS1,
PLS3,
PLSCR1,
PLSCR2,
PLSCR3,
PLSCR4,
PLSCR5,
PLTP,
PLUNC,
PLVAP,
PLXDC1,
PLXDC2,
PLXNA1,
PLXNA2,
PLXNA3,
PLXNA4,
PLXNB1,
PLXNB2,
PLXNB3,
PLXNC1,
PLXND1,
PM20D1,
PM20D2,
PMAIP1,
PMCH,
PMEL,
PMEPA1,LPS Response
PMF1,
PMFBP1,
PMI,
PML,LPS Response
PMM1,
PMM2,
PMP2,
PMP22,
PMPCA,
PMPCB,
PMS1,
PMS2,
PMVK,
PNCK,
PNKD,
PNKP,
PNLDC1,
PNLIP,
PNLIPRP1,
PNLIPRP2,
PNMA1,
PNMA2,
PNMA3,
PNMA5,
PNMAL1,
PNMAL2,
PNMT,
PNN,
PNO1,
PNOC,
PNP,LPS Response
PNP2,LPS Response
PNPLA1,
PNPLA2,
PNPLA3,
PNPLA5,
PNPLA6,
PNPLA7,
PNPLA8,
PNPO,
PNPT1,LPS Response
PNRC1,
PNRC2,
POC1A,
POC1B,
POC5,
PODN,
PODNL1,
PODXL,
PODXL2,
POF1B,
POFUT1,
POFUT2,
POG,
POGK,
POGZ,
POL,
POLA1,
POLA2,
POLB,
POLD1,
POLD2,
POLD3,
POLD4,
POLDIP2,
POLDIP3,
POLE,
POLE2,
POLE3,
POLE4,
POLG,
POLH,
POLI,
POLK,
POLL,
POLM,
POLN,
POLQ,
POLR1A,
POLR1B,
POLR1C,
POLR1D,
POLR1E,
POLR2A,
POLR2B,
POLR2C,
POLR2D,
POLR2E,
POLR2F,
POLR2G,
POLR2H,
POLR2I,
POLR2J,
POLR2K,
POLR2L,
POLR3A,
POLR3B,
POLR3C,
POLR3D,
POLR3E,
POLR3F,
POLR3G,
POLR3GL,
POLR3H,
POLR3K,
POLRMT,
POM121,
POM121L12,
POM121L2,
POMC,
POMGNT1,
POMP,
POMT1,
POMT2,
PON1,
PON2,
PON3,
POP1,
POP4,
POP5,
POP7,
POPDC2,
POPDC3,
POR,
PORCN,
POSTN,
POT1A,
POT1B,
POTEG,
POU1F1,
POU2AF1,
POU2F1,
POU2F2,
POU2F3,
POU3F1,LPS Response
POU3F2,
POU3F3,
POU3F4,
POU4F1,
POU4F2,
POU4F3,
POU5F1,
POU5F2,
POU6F1,
POU6F2,
PPA1,LPS Response
PPA2,
PPAN,
PPAP2A,
PPAP2B,LPS Response
PPAP2C,
PPAPDC1A,
PPAPDC1B,
PPAPDC2,
PPAPDC3,
PPARA,
PPARD,
PPARG,
PPARGC1A,
PPARGC1B,
PPAT,
PPBP,
PPCDC,
PPCS,
PPDPF,
PPEF1,
PPEF2,
PPFIA1,LPS Response
PPFIA2,
PPFIA3,LPS Response
PPFIBP1,
PPFIBP2,
PPHLN1,
PPIA,Housekeeping
PPIB,
PPIC,
PPID,
PPIE,
PPIF,
PPIFOS,
PPIG,
PPIH,
PPIL1,
PPIL2,
PPIL3,
PPIL4,
PPIL5,
PPIL6,
PPIP5K1,
PPIP5K2,
PPL,
PPM1A,
PPM1B,
PPM1D,
PPM1E,
PPM1F,
PPM1G,
PPM1H,
PPM1J,
PPM1K,LPS Response
PPM1L,
PPM1M,
PPM1N,
PPME1,
PPNR,
PPOX,
PPP1CA,
PPP1CB,
PPP1CC,
PPP1R10,
PPP1R11,
PPP1R12A,
PPP1R12B,
PPP1R12C,
PPP1R13B,
PPP1R13L,
PPP1R14A,
PPP1R14B,
PPP1R14C,
PPP1R14D,
PPP1R15A,LPS Response
PPP1R15B,LPS Response
PPP1R16A,
PPP1R16B,
PPP1R1A,
PPP1R1B,
PPP1R1C,
PPP1R2,
PPP1R3A,
PPP1R3B,
PPP1R3C,
PPP1R3D,
PPP1R3E,
PPP1R3F,
PPP1R3G,
PPP1R7,
PPP1R8,
PPP1R9A,
PPP1R9B,
PPP2CA,
PPP2CB,
PPP2R1A,
PPP2R1B,
PPP2R2B,
PPP2R2C,
PPP2R2D,
PPP2R3A,
PPP2R3C,
PPP2R3D,
PPP2R4,
PPP2R5A,LPS Response
PPP2R5B,
PPP2R5C,
PPP2R5D,
PPP2R5E,
PPP3CA,
PPP3CB,
PPP3CC,
PPP3R1,
PPP3R2,
PPP4C,
PPP4R1,
PPP4R2,LPS Response
PPP4R4,
PPP5C,
PPP6C,
PPP6R1,
PPP6R2,
PPP6R3,
PPPDE1,
PPPDE2,
PPRC1,
PPT1,
PPT2,
PPTC7,
PPWD1,
PPY,
PPYR1,
PQBP1,
PQLC1,
PQLC2,
PQLC3,
PRAF2,
PRAM1,
PRAME,
PRAMEF12,
PRAMEF17,
PRAMEF6,
PRAMEF8,
PRAMEL1,
PRAMEL3,
PRAMEL5,
PRAMEL6,
PRAMEL7,
PRAP1,
PRB1,
PRC1,
PRCC,
PRCP,
PRDM1,
PRDM10,
PRDM11,
PRDM12,
PRDM13,
PRDM14,
PRDM15,
PRDM16,
PRDM2,
PRDM4,
PRDM5,
PRDM6,
PRDM8,
PRDM9,LPS Response
PRDX1,
PRDX2,
PRDX3,
PRDX4,
PRDX5,
PRDX6,
PRDX6-RS1-PS,
PREB,
PRELID1,
PRELID2,
PRELP,
PREP,
PREPL,
PREX1,
PREX2,
PRF1,
PRG2,
PRG3,
PRG4,
PRH1,
PRHOXNB,
PRICKLE1,
PRICKLE2,
PRICKLE3,
PRIM1,
PRIM2,
PRIMA1,
PRKAA1,
PRKAA2,
PRKAB1,
PRKAB2,
PRKACA,
PRKACB,
PRKAG1,
PRKAG2,
PRKAG3,
PRKAR1A,
PRKAR1B,
PRKAR2A,
PRKAR2B,
PRKCA,
PRKCB,
PRKCC,
PRKCD,
PRKCDBP,
PRKCE,
PRKCH,
PRKCI,
PRKCQ,
PRKCSH,
PRKCZ,
PRKD1,
PRKD2,
PRKD3,
PRKDC,
PRKG1,
PRKG2,
PRKRA,
PRKRIP1,
PRKRIR,
PRKX,LPS Response
PRL,
PRL2A1,
PRL2B1,
PRL2C1,
PRL2C2,
PRL2C3,
PRL2C5,
PRL3A1,
PRL3B1,
PRL3C1,
PRL3D1,
PRL3D2,
PRL3D3,
PRL4A1,
PRL5A1,
PRL6A1,
PRL7A1,
PRL7A2,
PRL7B1,
PRL7C1,
PRL7D1,
PRL8A1,
PRL8A2,
PRL8A6,
PRL8A8,
PRL8A9,
PRLH,
PRLHR,
PRLR,
PRM1,
PRM2,
PRM3,
PRMT1,
PRMT10,
PRMT2,
PRMT3,
PRMT5,
PRMT6,
PRMT7,
PRMT8,
PRND,
PRNP,
PROC,
PROCA1,
PROCR,LPS Response
PRODH,
PRODH2,
PROK1,
PROK2,
PROKR1,
PROKR2,
PROL1,
PROM1,
PROM2,
PROP1,
PRORSD1,
PROS1,
PROSAPIP1,
PROSC,
PROX1,
PROX2,
PROZ,
PRP2,
PRPF18,
PRPF19,
PRPF3,
PRPF31,
PRPF38A,LPS Response
PRPF38B,
PRPF39,
PRPF4,
PRPF40A,
PRPF40B,
PRPF4B,
PRPF6,
PRPF8,
PRPH,
PRPH2,
PRPMP5,
PRPS1,Housekeeping
PRPS1L1,Housekeeping
PRPS1L3,Housekeeping
PRPS2,Housekeeping
PRPSAP1,Housekeeping
PRPSAP2,Housekeeping
PRR11,
PRR12,
PRR13,
PRR14,
PRR15,
PRR15L,
PRR16,
PRR18,
PRR19,
PRR22,
PRR23A,
PRR24,
PRR3,
PRR5,
PRR5L,
PRR7,
PRR9,
PRRC1,
PRRC2A,
PRRC2B,
PRRG1,
PRRG2,
PRRG3,
PRRG4,
PRRT1,
PRRT2,
PRRT3,
PRRT4,
PRRX1,
PRRX2,
PRRXL1,
PRSS1,
PRSS12,
PRSS16,
PRSS2,
PRSS21,
PRSS22,
PRSS23,
PRSS27,
PRSS28,
PRSS29,
PRSS3,
PRSS30,
PRSS32,
PRSS33,
PRSS34,
PRSS35,
PRSS36,
PRSS37,
PRSS38,
PRSS39,
PRSS40,
PRSS41,
PRSS42,
PRSS43,
PRSS44,
PRSS45,
PRSS46,
PRSS48,
PRSS50,
PRSS51,
PRSS52,
PRSS53,
PRSS54,
PRSS55,
PRSS8,
PRSSL1,
PRTG,
PRTN3,
PRUNE,
PRUNE2,
PRX,
PSAP,
PSAPL1,
PSAT1,
PSCA,
PSD,
PSD2,
PSD3,
PSD4,
PSEN1,
PSEN2,
PSENEN,
PSG-PS1,
PSG16,
PSG17,
PSG18,
PSG19,
PSG20,
PSG21,
PSG22,
PSG23,
PSG25,
PSG26,
PSG27,
PSG28,
PSG29,
PSIP1,
PSKH1,
PSMA1,
PSMA2,
PSMA3,
PSMA4,
PSMA5,
PSMA6,
PSMA7,
PSMA8,
PSMB1,
PSMB10,LPS Response
PSMB11,
PSMB2,
PSMB3,
PSMB4,
PSMB5,
PSMB6,
PSMB7,
PSMB8,
PSMB9,LPS Response
PSMC1,
PSMC2,
PSMC3,
PSMC3IP,
PSMC4,
PSMC5,
PSMC6,
PSMD1,
PSMD10,
PSMD11,
PSMD12,
PSMD13,
PSMD14,
PSMD2,
PSMD3,
PSMD4,
PSMD5,
PSMD6,
PSMD7,
PSMD8,
PSMD9,
PSME1,
PSME2,LPS Response
PSME3,
PSME4,
PSMF1,
PSMG1,
PSMG2,
PSMG3,
PSMG4,
PSORS1C2,
PSP,
PSPC1,
PSPH,
PSPN,
PSRC1,
PSTK,
PSTPIP1,
PSTPIP2,
PTAFR,
PTAR1,
PTBP1,
PTBP2,
PTCD1,
PTCD2,
PTCD3,
PTCH1,LPS Response
PTCH2,
PTCHD1,
PTCHD3,
PTCRA,
PTDSS1,
PTDSS2,
PTEN,
PTER,
PTF1A,
PTGDR,
PTGDS,
PTGER1,
PTGER2,
PTGER3,
PTGER4,
PTGES,LPS Response
PTGES2,
PTGES3,
PTGFR,
PTGFRN,
PTGIR,
PTGIS,
PTGR1,
PTGR2,
PTGS1,
PTGS2,LPS Response
PTH,
PTH1R,
PTH2,
PTH2R,
PTHLH,
PTK2,
PTK2B,
PTK6,
PTK7,
PTMA,
PTMS,
PTN,
PTOV1,
PTP4A1,
PTP4A2,
PTP4A3,
PTPDC1,
PTPLA,
PTPLAD1,
PTPLAD2,
PTPLB,
PTPMT1,
PTPN1,
PTPN11,
PTPN12,
PTPN13,
PTPN14,
PTPN18,
PTPN2,
PTPN20,
PTPN21,
PTPN22,
PTPN23,
PTPN3,
PTPN4,
PTPN5,
PTPN6,
PTPN7,
PTPN9,
PTPRA,
PTPRB,
PTPRC,
PTPRCAP,
PTPRD,
PTPRE,
PTPRF,
PTPRG,
PTPRH,
PTPRJ,LPS Response
PTPRK,
PTPRM,
PTPRN,
PTPRN2,
PTPRQ,
PTPRR,
PTPRS,
PTPRT,
PTPRU,
PTPRV,
PTPRZ1,
PTRF,
PTRH1,
PTRH2,
PTS,
PTTG1,LPS Response
PTTG1IP,
PTX3,LPS Response
PUF60,
PUM1,
PUM2,
PURA,
PURB,
PURG,
PUS1,
PUS10,
PUS3,
PUS7,
PUS7L,
PUSL1,
PVALB,
PVR,LPS Response
PVRL1,
PVRL2,LPS Response
PVRL3,
PVRL4,LPS Response
PVT1,
PWP1,
PWP2,
PWWP2A,
PWWP2B,
PXDN,
PXK,
PXMP2,
PXMP3,
PXMP4,
PXN,
PXT1,
PYCARD,
PYCR1,
PYCR2,
PYCRL,
PYDC4,LPS Response
PYGB,
PYGL,
PYGM,
PYGO1,
PYGO2,
PYHIN1,LPS Response
PYROXD1,
PYROXD2,
PYY,
PZP,
QARS,
QDPR,
QK,
QPCT,
QPCTL,
QPRT,
QRFP,
QRFPR,
QRICH1,
QRICH2,
QRSL1,
QSER1,
QSOX1,
QSOX2,
QTRT1,
QTRTD1,
R3HCC1,
R3HDM1,
R3HDM2,
R3HDML,
R74862,
RAB1,
RAB10,
RAB11A,
RAB11B,
RAB11FIP2,
RAB11FIP3,
RAB11FIP4,
RAB11FIP5,
RAB12,LPS Response
RAB13,
RAB14,
RAB15,
RAB17,
RAB18,
RAB19,
RAB1B,
RAB20,LPS Response
RAB21,LPS Response
RAB22A,LPS Response
RAB23,
RAB24,
RAB25,
RAB26,
RAB27A,
RAB27B,
RAB28,
RAB2A,
RAB2B,
RAB30,
RAB31,
RAB32,LPS Response
RAB33A,
RAB33B,
RAB34,
RAB35,
RAB36,
RAB37,
RAB38,
RAB39,
RAB39B,
RAB3A,
RAB3B,
RAB3C,
RAB3D,
RAB3GAP1,
RAB3GAP2,
RAB3IL1,
RAB3IP,
RAB40B,
RAB40C,
RAB42-PS,
RAB43,
RAB44,
RAB4A,
RAB4B,
RAB5A,
RAB5B,
RAB5C,
RAB6,
RAB6B,
RAB7,
RAB7B,
RAB7L1,
RAB8A,
RAB8B,LPS Response
RAB9,
RAB9B,
RABAC1,
RABEP1,
RABEP2,
RABEPK,
RABGAP1,
RABGAP1L,
RABGEF1,
RABGGTA,
RABGGTB,
RABIF,
RABL2,
RABL3,
RABL5,
RAC1,
RAC2,
RAC3,
RACGAP1,
RAD1,
RAD17,
RAD18,
RAD21,
RAD23A,
RAD23B,
RAD26L,
RAD50,
RAD51,
RAD51AP1,
RAD51AP2,
RAD51C,
RAD51L1,
RAD51L3,
RAD52,
RAD54B,
RAD54L,
RAD54L2,
RAD9,
RAD9B,
RADIL,
RAE1,
RAET1D,
RAET1E,
RAF1,
RAG1,
RAG2,
RAGE,
RAI1,
RAI14,
RAI2,
RALA,
RALB,
RALBP1,
RALGAPA1,
RALGAPA2,
RALGDS,LPS Response
RALGPS1,
RALGPS2,
RALY,
RALYL,
RAMP1,
RAMP2,
RAMP3,
RAN,
RANBP1,
RANBP10,
RANBP17,
RANBP2,LPS Response
RANBP3,
RANBP3L,
RANBP6,
RANBP9,
RANGAP1,
RANGRF,
RANK,
RAP1A,
RAP1B,LPS Response
RAP1GAP,
RAP1GAP2,
RAP1GDS1,
RAP2A,
RAP2B,
RAP2C,LPS Response
RAPGEF1,
RAPGEF2,LPS Response
RAPGEF3,
RAPGEF5,
RAPGEF6,
RAPGEFL1,
RAPH1,
RAPSN,
RARA,
RARB,
RARG,
RARRES1,
RARRES2,
RARS,LPS Response
RARS2,
RASA1,
RASA2,
RASA3,
